,address.houseNumber,street,city,state,zip,address.zipPlus4,sold_month,building.fullBathroomCount,lot.lotDepthFeet,mls.lotSizeSquareFeet,mls.bedroomCount,mls.floorCount,mls.bathroomCount,building.buildingQualityCode,sale.priorSale.price,prev_sale_price,bedrooms_tagged,living_area_tagged,Bathroom_max_tagged,Bathroom_min_tagged,Bathroom_std_tagged,Bathroom_mean_tagged,Floor_max_tagged,Floor_min_tagged,Floor_std_tagged,Floor_mean_tagged,Walls_max_tagged,Walls_min_tagged,Walls_std_tagged,Walls_mean_tagged,Outview_tagged,Outview_std_tagged,Kitchen_level_tagged,Kitchen_level_std_tagged,general.propertyTypeDetail,sale.lastSale.saleDate,sale.priorSale.saleDate,building.yearBuilt,sale.lastSale.price,building.styleCode,building.roofCover,building.exteriorWalls,building.heatSource,building.constructionType,AC,Fireplace,SolarHeat,EvaporativeCooler,AttachedGarage,SpaorHotTub,Spa,Pool,Garage,hoa_type,hoa_amount
0,3913,3913 york blvd,los angeles,ca,90065,3718,may,2.0,800.0,4381.0,2.0,1.0,2.0,1.0,849657.4412473553,725000.0,2.0,1202.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,0.0,Single Family,2021,2019,1939,1148570.0597169187,15.0,Composition Shingle,Stucco,Central,Wood,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUD,1200.0
1,3913,3913 york blvd,los angeles,ca,90065,3718,may,2.0,800.0,4381.0,2.0,1.0,2.0,1.0,849657.4412473553,,2.0,1202.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2019,1939,1148570.0597169187,15.0,Composition Shingle,Stucco,Central,Wood,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUD,1200.0
2,4171,4171 division st,los angeles,ca,90065,4205,december,1.0,890.0,5103.0,2.0,1.0,2.0,7.0,882173.9021518576,680000.0,2.0,1250.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Single Family,2020,2015,1947,1027484.7086420835,15.0,Composition Shingle,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
3,4171,4171 division st,los angeles,ca,90065,4205,july,1.0,890.0,5103.0,2.0,1.0,2.0,7.0,883756.8228872578,,2.0,1250.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,0.0,4.0,0.0,Single Family,2020,2015,1947,1032157.4079171943,15.0,Composition Shingle,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
4,4234,4234 palmero dr,los angeles,ca,90065,4251,september,2.0,1100.0,8012.0,2.0,1.0,2.0,9.0,1036634.3326060147,844000.0,2.0,1258.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2020,2017,1955,1433506.2757216715,15.0,Composition Shingle,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
5,4234,4234 palmero dr,los angeles,ca,90065,4251,march,2.0,1100.0,8012.0,2.0,1.0,2.0,9.0,1053313.5457751288,,2.0,1258.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2020,2017,1955,1448585.319288275,15.0,Composition Shingle,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
6,4237,4237 caledonia way,los angeles,ca,90065,4711,october,1.0,1000.0,6534.0,2.0,1.0,1.0,9.0,1003671.1987572538,865000.0,2.0,1210.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,Single Family,2021,2019,1957,1434316.4452700573,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
7,4237,4237 caledonia way,los angeles,ca,90065,4711,december,1.0,1000.0,6534.0,2.0,1.0,1.0,9.0,1002017.3466648773,,2.0,1210.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,Single Family,2021,2019,1957,1423336.2375700409,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
8,4613,4613 jessica dr,los angeles,ca,90065,4151,may,2.0,,6036.0,3.0,1.0,2.0,7.0,1087744.1713925647,540000.0,3.0,1206.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,0.0,Single Family,2021,2016,1925,1343715.4582125116,15.0,Roll Composition,Stucco,Floor/Wall,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUD,2200.0
9,4613,4613 jessica dr,los angeles,ca,90065,4151,december,2.0,,6036.0,3.0,1.0,2.0,7.0,1070184.7687351853,,3.0,1206.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,0.0,4.0,0.0,Single Family,2021,2016,1925,1302293.2166073646,15.0,Roll Composition,Stucco,Floor/Wall,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUD,2200.0
10,655,655 s hope st 1006,los angeles,ca,90017,3221,july,1.0,,11674.0,1.0,,1.0,2.0,488596.0741442376,420000.0,1.0,661.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Condominium Unit,2021,2019,1964,457915.6368517493,29.0,,Stucco,Central,Steel,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,896.0
11,655,655 s hope st 1006,los angeles,ca,90017,3221,october,1.0,,11674.0,1.0,,1.0,2.0,487331.6803214412,,1.0,661.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,5.0,0.0,Condominium Unit,2021,2019,1964,451967.59664925875,29.0,,Stucco,Central,Steel,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,896.0
12,970,970 s kingsley dr 101,los angeles,ca,90006,6226,december,2.0,,1024635744.0,2.0,1.0,2.0,1.0,636049.4146005509,535000.0,2.0,1180.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,Condominium Unit,2022,2018,1982,653214.9682560249,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,350.0
13,970,970 s kingsley dr 101,los angeles,ca,90006,6226,august,2.0,,1024635744.0,2.0,1.0,2.0,1.0,662254.684636756,,2.0,1180.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,0.0,Condominium Unit,2022,2022,1982,662254.684636756,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,350.0
14,1100,1100 wilshire blvd 2508,los angeles,ca,90017,1963,july,1.0,,27098.0,1.0,0.0,1.0,,669315.8290984378,290000.0,1.0,820.0,4.0,4.0,0.0,4.0,5.0,3.0,1.0,4.0,5.0,5.0,0.0,5.0,3.0,1.0,5.0,0.0,Condominium Unit,2021,2015,1986,577084.0435505178,29.0,,Stucco,Central,Steel,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COA,911.0
15,1100,1100 wilshire blvd 2508,los angeles,ca,90017,1963,january,1.0,,27098.0,1.0,0.0,1.0,,679548.0603860118,,1.0,820.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,0.0,4.0,0.0,Condominium Unit,2021,2015,1986,592372.7655138224,29.0,,Stucco,Central,Steel,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COA,911.0
16,1128,1128 s serrano ave 204,los angeles,ca,90006,2388,june,2.0,,398469456.0,2.0,4.0,2.0,6.0,545867.0751383982,493000.0,2.0,930.0,5.0,4.0,0.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Condominium Unit,2022,2017,2007,696977.58924922,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,323.0
17,1128,1128 s serrano ave 204,los angeles,ca,90006,2388,august,2.0,,398469456.0,2.0,4.0,2.0,6.0,688785.688951942,,2.0,930.0,4.0,4.0,0.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,2.0,0.0,4.0,0.0,Condominium Unit,2022,2022,2007,688785.688951942,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,323.0
18,1133,1133 s hoover st 103,los angeles,ca,90006,7502,june,3.0,,21830.0,2.0,2.0,2.0,6.0,629775.3836004594,510000.0,2.0,1140.0,4.0,4.0,0.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,Condominium Unit,2021,2017,2006,651670.6733341418,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,400.0
19,1133,1133 s hoover st 103,los angeles,ca,90006,7502,december,3.0,,21830.0,2.0,2.0,2.0,6.0,624277.6103527744,,2.0,1140.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Condominium Unit,2021,2017,2006,635475.8600540501,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,400.0
20,1142,1142 s oxford ave,los angeles,ca,90006,2311,may,1.0,310.0,1241.0,2.0,1.0,1.0,7.0,354194.4497217447,495000.0,2.0,528.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Single Family,2021,2008,1923,551982.6986018202,,,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
21,1142,1142 s oxford ave,los angeles,ca,90006,2311,july,1.0,310.0,1241.0,2.0,1.0,1.0,7.0,348064.0681207595,,2.0,528.0,5.0,5.0,0.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,0.0,5.0,2.0,1.0,4.0,1.0,Single Family,2021,2008,1923,546188.530702689,,,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
22,1234,1234 wilshire blvd 614,los angeles,ca,90017,1987,september,1.0,,71332.0,1.0,6.0,1.0,,530232.3597167316,420000.0,1.0,680.0,5.0,4.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,0.0,Condominium Unit,2017,2016,2006,594468.0295987098,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COA,635.0
23,1234,1234 wilshire blvd 614,los angeles,ca,90017,1987,may,1.0,,71332.0,1.0,6.0,1.0,,537473.5905704438,,1.0,680.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Condominium Unit,2017,2016,2006,600660.2070485989,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COA,635.0
24,2311,2311 w 10th st 105,los angeles,ca,90006,2084,november,2.0,,13504.0,2.0,1.0,2.0,4.0,568489.5166306853,500000.0,2.0,950.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,Condominium Unit,2021,2020,2009,580626.021627059,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,299.0
25,2311,2311 w 10th st 105,los angeles,ca,90006,2084,june,2.0,,13504.0,2.0,1.0,2.0,4.0,571540.7734952967,,2.0,950.0,4.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,0.0,Condominium Unit,2021,2020,2009,592931.650057425,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,299.0
26,1704,1704 s catalina st,los angeles,ca,90006,4423,september,1.0,1180.0,4723.0,2.0,1.0,2.0,7.0,644825.8585523195,525000.0,2.0,910.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,5.0,4.0,1.0,4.0,0.0,Single Family,2020,2017,1901,824834.9602366762,,,Stucco,Floor/Wall,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
27,1704,1704 s catalina st,los angeles,ca,90006,4423,august,1.0,1180.0,4723.0,2.0,1.0,2.0,7.0,645767.7691348494,,2.0,910.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,Single Family,2020,2017,1901,825590.674543549,,,Stucco,Floor/Wall,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
28,3061,3061 w 12th pl 102,los angeles,ca,90006,3195,december,1.0,,18295.0,1.0,4.0,1.0,1.0,415483.49845013075,330000.0,1.0,730.0,4.0,4.0,0.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Condominium Unit,2020,2016,2008,515445.36765028274,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,290.0
29,3061,3061 w 12th pl 102,los angeles,ca,90006,3195,march,1.0,,18295.0,1.0,4.0,1.0,1.0,424619.541586434,,1.0,730.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,Condominium Unit,2020,2016,2008,521950.5832991086,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,290.0
30,3061,3061 w 12th pl 405,los angeles,ca,90006,3384,may,2.0,,18073.0,2.0,1.0,2.0,1.0,617454.7796434263,482500.0,2.0,960.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,Condominium Unit,2021,2016,2008,662379.2383221842,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,290.0
31,3061,3061 w 12th pl 405,los angeles,ca,90006,3384,june,2.0,,18073.0,2.0,1.0,2.0,1.0,613741.6591616179,,2.0,960.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,Condominium Unit,2021,2016,2008,658320.3740824494,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,290.0
32,1138,1138 el paso dr,los angeles,ca,90065,4226,october,1.0,2640.0,13068.0,3.0,1.0,1.0,7.0,789013.1967109048,685000.0,3.0,1328.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,0.0,4.0,1.0,Single Family,2020,2019,1956,956027.8960053332,15.0,Gravel/Rock,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
33,1138,1138 el paso dr,los angeles,ca,90065,4226,january,1.0,2640.0,13068.0,3.0,1.0,1.0,7.0,805588.5986182918,,3.0,1328.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,Single Family,2020,2019,1956,968608.5175234166,15.0,Gravel/Rock,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
34,2049,2049 rome dr,los angeles,ca,90065,2747,november,3.0,,4800.0,3.0,2.0,3.0,1.0,924517.6083509616,775000.0,3.0,1288.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Single Family,2020,2018,2007,1160287.1034432286,,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
35,2049,2049 rome dr,los angeles,ca,90065,2747,june,3.0,,4800.0,3.0,2.0,3.0,1.0,930817.8075837813,,3.0,1288.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,0.0,3.0,1.0,Single Family,2020,2018,2007,1166514.7187039005,,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
36,2865,2865 palmer dr,los angeles,ca,90065,5235,august,2.0,1020.0,4893.0,3.0,1.0,2.0,1.0,809570.6733365546,550000.0,3.0,1304.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Single Family,2020,2007,1956,1104065.2559314829,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
37,2865,2865 palmer dr,los angeles,ca,90065,5235,november,2.0,1020.0,4893.0,3.0,1.0,2.0,1.0,810926.7123775178,,3.0,1304.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,0.0,4.0,0.0,Single Family,2020,2007,1956,1102352.3368033955,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
38,3524,3524 cazador st,los angeles,ca,90065,3405,april,2.0,1150.0,5227.0,2.0,1.0,2.0,1.0,971109.9473344119,740000.0,2.0,1329.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,Single Family,2019,2015,1949,1113878.132893682,15.0,Composition Shingle,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOA,500.0
39,3524,3524 cazador st,los angeles,ca,90065,3405,august,2.0,1150.0,5227.0,2.0,1.0,2.0,1.0,960879.3220168996,,2.0,1329.0,5.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,Single Family,2019,2015,1949,1102162.6637432044,15.0,Composition Shingle,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOA,500.0
40,3620,3620 division st,los angeles,ca,90065,3337,january,2.0,950.0,4792.0,3.0,1.0,2.0,1.0,779830.880947831,590888.0,3.0,1280.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,Single Family,2021,2015,1960,1234581.863116762,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUD,0.0
41,3620,3620 division st,los angeles,ca,90065,3337,march,2.0,950.0,4792.0,3.0,1.0,2.0,1.0,776697.506714319,,3.0,1280.0,4.0,2.0,0.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,Single Family,2021,2015,1960,1227014.1072644803,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUD,0.0
42,3805,3805 cazador st,los angeles,ca,90065,3548,october,2.0,1080.0,4881.0,3.0,3.0,2.0,4.0,591890.8356031213,3300.0,3.0,1302.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Single Family,2017,2013,1964,994320.0000000001,15.0,Composition Shingle,Stucco,Central,Wood,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,PUD,300.0
43,3805,3805 cazador st,los angeles,ca,90065,3548,april,2.0,1080.0,4881.0,3.0,3.0,2.0,4.0,598113.9318364855,,3.0,1302.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2017,2013,1964,1008709.9321080181,15.0,Composition Shingle,Stucco,Central,Wood,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,PUD,300.0
44,3827,3827 w ave 41 12,los angeles,ca,90065,4470,february,3.0,,39905.0,3.0,0.0,3.0,1.0,562106.5078936996,436000.0,3.0,1319.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,Condominium Unit,2021,2016,1981,683254.6149736313,29.0,,Stucco,Central,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COA,295.0
45,3827,3827 w ave 41 12,los angeles,ca,90065,4470,november,3.0,,39905.0,3.0,0.0,3.0,1.0,550109.8383488109,,3.0,1319.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,Condominium Unit,2021,2016,1981,656595.7814661134,29.0,,Stucco,Central,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COA,295.0
46,4004,4004 w ave 42,los angeles,ca,90065,4605,january,3.0,780.0,3233.0,3.0,1.0,2.0,9.0,844667.9062038703,674000.0,3.0,1280.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,0.0,5.0,1.0,Single Family,2018,2017,1941,1018042.9613469515,15.0,Wood Shake/ Shingles,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,HOA,202.0
47,4004,4004 w ave 42,los angeles,ca,90065,4605,july,3.0,780.0,3233.0,3.0,1.0,2.0,9.0,831495.0172708144,,3.0,1280.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2018,2017,1941,1000722.7077772808,15.0,Wood Shake/ Shingles,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,HOA,202.0
48,4192,4192 division st,los angeles,ca,90065,4206,june,1.0,,4812.0,3.0,2.0,2.0,4.0,937770.3631668959,720000.0,3.0,1332.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,1.0,Single Family,2021,2015,1953,1407519.9917251023,,,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOA,900.0
49,4192,4192 division st,mount washington,ca,90065,4206,november,1.0,,4812.0,3.0,2.0,2.0,4.0,934804.136634284,,3.0,1332.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2015,1953,1378308.4999371306,,,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOA,900.0
50,4232,4232 glenmuir ave,los angeles,ca,90065,3941,november,2.0,2080.0,11326.0,3.0,2.0,2.0,1.0,1384157.086871326,1193200.0,3.0,1328.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,1.0,5.0,0.0,Single Family,2021,2019,1963,1657226.0467748023,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
51,4232,4232 glenmuir ave,los angeles,ca,90065,3941,april,2.0,2080.0,11326.0,3.0,2.0,2.0,1.0,1402334.9700512758,,3.0,1328.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,Single Family,2021,2019,1963,1711319.6914065604,15.0,Gravel/Rock,Stucco,Central,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0
52,906,906 s serrano ave 203,los angeles,ca,90006,6366,april,2.0,,8556.0,3.0,,2.0,6.0,709832.9151871237,570000.0,3.0,1230.0,4.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,5.0,2.0,1.0,3.0,4.0,1.0,4.0,0.0,Condominium Unit,2022,2017,2005,768238.2247450544,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,500.0
53,906,906 s serrano ave 203,los angeles,ca,90006,6366,october,2.0,,8556.0,3.0,,2.0,6.0,699706.6666666666,,3.0,1230.0,5.0,4.0,1.0,4.0,5.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,0.0,4.0,0.0,Condominium Unit,2022,2017,2005,736898.8291706735,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,500.0
54,991,991 arapahoe st 504a,los angeles,ca,90006,5839,july,2.0,,26572.0,2.0,1.0,2.0,1.0,712815.8894455762,625000.0,2.0,1240.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,0.0,4.0,1.0,Condominium Unit,2021,2020,2009,723837.729577705,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,433.0
55,991,991 arapahoe st 504a,los angeles,ca,90006,5839,march,2.0,,26572.0,2.0,1.0,2.0,1.0,718544.3052025174,,2.0,1240.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0,Condominium Unit,2021,2020,2009,738459.8663903662,29.0,,Stucco,Central,Wood,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,433.0
56,922,922 s serrano ave,los angeles,ca,90006,1108,july,2.0,,8712.0,3.0,3.0,3.0,1.0,808055.246754278,655000.0,2.0,1303.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,3.0,0.0,4.0,0.0,Condominium Unit,2019,2017,1936,872492.9895432815,29.0,,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,454.0
57,922,922 s serrano ave,los angeles,ca,90006,1108,may,2.0,,8712.0,3.0,3.0,3.0,1.0,812876.9330926287,,2.0,1303.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,Condominium Unit,2019,2017,1936,878955.9737041607,29.0,,Stucco,Floor/Wall,Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COA,454.0
